PipelineRange,CurrentOppAmt,IsWon,QualifiedAmt,OwnerTitle,SalesOffice,SalesRegion,Industry,NumerOfEmployees,AccountScore,OppId,IsClosed,DaysPushed,MonthsOpen,OppClosedDate
p0-3,304,1,250,Customer Success Manager,Support,Customer Success,Hardware & Fastener Manufacturing,655,39,0062S00000vYVGnQAO,1,1,1,8/7/2020
p0-3,1661,0,2500,Senior Account Executive,Enterprise,Enterprise,Biotechnology,500,41,0062S00000vYVjaQAG,1,24,1,8/24/2020
p0-3,51,0,1,Customer Success Manager,Support,Customer Success,Entertainment,30,23,0062S00000vYWckQAG,1,0,0,7/28/2020
p0-3,500,0,500,Senior Account Executive,Washington DC,Mid Atlantic,Manufacturing,99900,95,0062S00000vYWIfQAO,1,0,0,7/28/2020
p0-3,1000,0,NULL,Senior Account Executive,Newark,New York,Finance,3500,81,0062S00000vYWVyQAO,1,0,2,9/30/2020
p4-6,1492,0,100,Customer Success Manager,Support,Customer Success,Electronics,300,41,0062S00000xI2xFQAS,1,92,4,12/1/2020
p0-3,1647,0,2539,Senior Account Executive,Los Angeles,SoCal,Banking,600,47,0062S00000xI3TzQAK,1,60,2,10/30/2020
p0-3,500,0,500,Senior Account Executive,Charlotte,Coastal,Manufacturing,1100,58,0062S00000xI5bCQAS,1,0,1,9/10/2020
p13+,500,0,500,Customer Success Manager,Support,Customer Success,Government,10,47,0062S00000xI6GUQA0,0,0,7,5/31/2022
p7-9,7253,0,2648,Hardware Consultant/Sales,Denver,Rocky Mountain,Other,150,28,0062S00000xI6KvQAK,0,212,7,3/31/2021
p4-6,1372,0,NULL,Senior Account Executive,Miami,Southern,Transportation,12000,93,0062S00000xI71aQAC,1,0,6,2/25/2021
p10-12,500,0,500,Senior Account Executive,Chicago,Central,Electronics,5110,80,0062S00000xI74tQAC,0,181,7,6/30/2021
p13+,40000,0,101,Senior Account Executive,Charlotte,Coastal,Banking,800,29,0062S00000xI7XlQAK,0,426,7,12/31/2021
p7-9,407,0,500,Senior Account Executive,Chicago,Central,Entertainment,1000,59,0062S00000xI8kWQAS,0,242,7,4/30/2021
p0-3,116,0,0,Contract Pricing Specialist,Long Island,New York,Technology,12,27,0062S00000xIgq7QAC,0,0,6,12/31/2020
p0-3,173,1,50,Account Executive,Inside Sales,SMB,Transportation,350,26,0062S00000xIgqkQAC,1,0,0,9/29/2020
p10-12,1441,0,500,Senior Account Executive,Pittsburgh,Mid Atlantic,Education,1152,49,0062S00000xIgrTQAS,0,92,6,7/31/2021
p0-3,474,1,NULL,Senior Account Executive,Dallas,Red River,Retail,3600,66,0062S00000xIgvGQAS,1,61,2,11/30/2020
p13+,2500,0,2500,Senior Account Executive,Dallas,Red River,Education,1130,56,0062S00000xIhdIQAS,0,0,6,5/31/2022
p0-3,441,0,480,Senior Account Executive,Oklahoma City,Rocky Mountain,Banking,0,24,0062S00000xIHkZQAW,1,33,3,11/2/2020
p0-3,386,1,390,Customer Success Manager,Support,Customer Success,Government,175,21,0062S00000xIhN0QAK,1,30,2,11/30/2020
p13+,2000,0,2000,Senior Account Executive,Milwaukee,Central,Consulting,160,24,0062S00000xII32QAG,0,245,7,10/31/2021
p0-3,590,1,250,Senior Account Executive,Chicago,Central,Manufacturing,9000,80,0062S00000xIinOQAS,1,21,1,10/21/2020
p0-3,1094,0,500,Senior Account Executive,Los Angeles,SoCal,Colleges & Universities,3980,78,0062S00000yxhPzQAI,0,30,1,4/30/2021
p7-9,500,0,500,Senior Account Executive,Dallas,Red River,Communications,700,32,0062S00000yxhvHQAQ,0,0,1,9/15/2021
p0-3,773,0,500,Senior Account Executive,Newark,New York,Hospitals,1636,50,0062S00000yxJ94QAE,1,29,2,3/11/2021
p0-3,1509,0,1548,Senior Account Executive,Washington DC,Mid Atlantic,Government,57,43,0062S00000yxjfVQAQ,0,60,1,5/30/2021
p0-3,1146,0,1146,Customer Success Specialist,Support,Customer Success,Banking,146,29,0062S00000yxJmWQAU,1,0,1,2/2/2021
p0-3,43,1,100,Senior Account Executive,Cleveland,Mid Western,Manufacturing,900,67,0062S00000yxjnAQAQ,1,14,1,3/12/2021
p4-6,500,0,500,Senior Account Executive,Atlanta,Southern,Government,380,45,0062S00000yxjqxQAA,0,0,1,6/30/2021
p0-3,500,0,500,Senior Account Executive,Newark,New York,Healthcare,221,46,0062S00000yxK3lQAE,0,30,2,4/30/2021
p4-6,48,0,48,Senior Account Executive,Boston,New England,Healthcare,37000,98,0062S00000xKGD0QAO,0,0,2,6/30/2021
p4-6,100,0,100,Senior Customer Success Manager,Support,Customer Success,Other,4,24,0062S00000xKHDGQA4,0,0,2,7/31/2021
p4-6,500,0,500,Senior Account Executive,Los Angeles,SoCal,Electronic Test & Measurement Instrument,5028,67,0062S00000xKHNuQAO,0,0,2,6/30/2021
p10-12,500,0,500,Senior Account Executive,Charlotte,Coastal,Education,1186,45,0062S00000xKHOsQAO,0,0,2,12/31/2021
p10-12,895,0,500,Senior Account Executive,Los Angeles,SoCal,Education,2812,47,0062S00000xKHZrQAO,0,0,2,1/31/2022
p0-3,575,0,2358,Senior Account Executive,Newark,New York,Education,1400,49,0062S00000xKID7QAO,1,0,1,2/23/2021
p7-9,50,0,50,Senior Account Executive,Dallas,Red River,Electronics,29000,95,0062S00000xKIEAQA4,0,0,2,8/26/2021
p0-3,2587,1,1852,Senior Account Executive,Raleigh,Coastal,Healthcare,6000,85,0064400000mpr27AAA,1,0,1,4/30/2018
p4-6,500,0,500,Director of Channel Sales,Partnership,Channel Sales,Engineering,199,100,0064400000mpRGgAAM,1,52,5,7/23/2018
p0-3,356,1,800,NULL,Inside Sales,SMB,Education,223,26,0064400000mprxhAAA,1,7,1,4/6/2018
p13+,1516,0,500,Senior Account Executive,Denver,Rocky Mountain,Other,2002,63,0064400000mpS0vAAE,1,731,25,3/31/2020
p0-3,500,0,500,Senior Account Executive,Richmond,Coastal,Insurance,72,27,0064400000mps2XAAQ,1,47,2,5/17/2018
p0-3,24461,0,NULL,NULL,Grand Rapids,Mid Western,Insurance,160,27,0064400000mpsEsAAI,1,0,0,3/8/2018
p10-12,1,0,1,Regional Sales Team Lead,Atlanta,Southern,Technology,5200,85,0064400000mpsyvAAA,1,169,10,1/16/2019
p0-3,1422,1,1500,Senior Account Executive,Atlanta,Southern,Retail,1214,94,0062S00000xKDnFQAW,1,1,0,1/29/2021
p10-12,500,0,500,NULL,Charlotte,Coastal,Architectural & Structural Metals Manufa,2000,67,0062S00000xKDoIQAW,0,0,2,11/30/2021
p4-6,75,0,50,Senior Account Executive,Charlotte,Coastal,Healthcare,99,27,0064400000p1duxAAA,1,91,5,10/31/2018
p0-3,1,1,1,Senior Account Executive,Enterprise,Enterprise,Chemicals,1000,41,0064400000p1EJVAA2,1,0,3,7/23/2018
p0-3,49,0,200,Senior Account Executive,Denver,Rocky Mountain,Government,0,23,0064400000p1eoDAAQ,1,41,3,8/10/2018
p0-3,500,0,500,Senior Account Executive,Long Island,New York,Technology,25,28,0064400000p1Ep7AAE,1,0,3,7/16/2018
p0-3,140,0,NULL,Senior Account Executive,Long Island,New York,Finance,4,35,0064400000p1EQMAA2,1,0,3,7/13/2018
p7-9,500,0,500,Senior Account Executive,Long Island,New York,Manufacturing,400,27,0064400000p1EqUAAU,1,122,8,12/31/2018
p4-6,1495,0,1000,Senior Account Executive,Jacksonville,Southern,Not For Profit,85,24,0064400000p1EUYAA2,1,28,4,8/28/2018
p0-3,500,0,500,Director of Channel Sales,Partnership,Channel Sales,Telecom / Communication Services,144500,94,0064400000p1F2LAAU,1,52,3,7/23/2018
p0-3,2000,0,2000,Senior Account Executive,Phoenix,Rocky Mountain,Retail,10,19,0064400000p0ZFDAA2,1,6,1,4/12/2018
p0-3,48,0,NULL,Director of Channel Sales,Enterprise,Enterprise,Education,76,26,0064400000p0zWUAAY,1,0,0,4/30/2018
p4-6,841,1,861,Senior Account Executive,Orlando,Southern,Recreation,225,20,0064400000p10xZAAQ,1,16,4,8/17/2018
p13+,500,0,500,Senior Account Executive,Dallas,Red River,Technology,480,39,0064400000p14MUAAY,1,840,34,2/17/2021
p0-3,214,1,NULL,Internal Accounts Manager,Support,Customer Success,Education,9600,54,0064400000p15QVAAY,1,17,0,4/18/2018
p0-3,84,0,84,Senior Account Executive,Long Island,New York,Finance,4,35,0064400000p16ojAAA,1,18,1,5/6/2018
p0-3,312,1,NULL,Internal Accounts Manager,Support,Customer Success,Entertainment,6000,79,0064400000p17UFAAY,1,0,0,4/1/2018
p0-3,131,0,100,Senior Account Executive,Birmingham,Southern,Government,4077,43,0064400000p18z3AAA,1,0,0,4/26/2018
p13+,2500,0,2500,Senior Account Executive,Enterprise,Enterprise,Service,7435,72,0062S00000tkjyOQAQ,0,0,22,5/31/2021
p13+,500,0,500,Senior Account Executive,Newark,New York,Other,6000,17,0062S00000tkK0KQAU,1,176,13,6/24/2020
p13+,500,0,500,NULL,Grand Rapids,Mid Western,Manufacturing,140,28,0062S00000tkkAKQAY,0,0,22,7/30/2021
p0-3,500,0,NULL,Hardware Consultant/Sales,Grand Rapids,Mid Western,Information Technology Services,235,30,0062S00000tkKqaQAE,1,0,2,7/31/2019
p10-12,3500,0,3500,Senior Account Executive,Tampa,Southern,Education,26000,93,0062S00000tkKWVQA2,1,174,10,3/22/2020
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Other,11800,87,0062S00000tkL0aQAE,1,0,7,12/31/2019
p10-12,500,0,NULL,Senior Account Executive,Jacksonville,Southern,Insurance,800,58,0062S00000tkL1xQAE,1,90,10,3/30/2020
p0-3,300,0,500,Senior Account Executive,Houston,Red River,Engineering,27500,48,0062S00000tkL3yQAE,1,60,2,7/30/2019
p7-9,500,0,500,Account Executive,Newark,New York,Computer Software,106,28,0062S00000tklcFQAQ,1,0,9,2/26/2020
p7-9,500,0,500,Account Executive,Newark,New York,Computer Software,106,28,0062S00000tklcPQAQ,1,0,9,2/26/2020
p0-3,67,1,50,Account Executive,Inside Sales,SMB,Manufacturing,6800,80,0062S00000tkllMQAQ,1,62,3,8/31/2019
p0-3,1,0,1,Senior Account Executive,Raleigh,Coastal,Consumer Lending,2700,43,0062S00000tkLOIQA2,1,0,2,7/31/2019
p0-3,700,0,NULL,Purchasing Agent,Grand Rapids,Mid Western,Real Estate,400,22,0062S00000tklpYQAQ,1,0,0,5/31/2019
p0-3,504,1,500,Senior Account Executive,Dallas,Red River,Education,3000,49,0062S00000tkLQnQAM,1,0,3,8/27/2019
p0-3,196,0,500,Senior Account Executive,Newark,New York,Pharmaceutical Manufacturing,30186,95,0062S00000tkmJTQAY,1,92,3,8/31/2019
p0-3,1235,1,500,Senior Account Executive,Chattanooga,Coastal,Apparel,2400,80,0064400000p12YRAAY,1,24,0,4/25/2018
p13+,500,0,500,Senior Account Executive,Charlotte,Coastal,Education Sector,11893,71,0064400000p13KDAAY,1,964,34,2/18/2021
p0-3,47,1,50,Senior Account Executive,Nashville,Coastal,Technology,4,23,0064400000p13rCAAQ,1,0,0,4/1/2018
p0-3,1172,1,0,Regional Sales Team Lead,Atlanta,Southern,Other,525,28,0064400000p15QBAAY,1,29,2,6/29/2018
p0-3,100,1,150,Senior Account Executive,Charlotte,Coastal,Manufacturing,5000,80,0064400000p16CFAAY,1,16,0,4/17/2018
p0-3,72,0,200,Senior Account Executive,Pittsburgh,Mid Atlantic,Machinery,309,32,0064400000p172MAAQ,1,0,0,4/19/2018
p0-3,251,1,100,Senior Account Executive,Chicago,Central,Chemicals,13000,95,0064400000p17G9AAI,1,0,0,4/30/2018
p0-3,500,0,500,Account Executive,Grand Rapids,Mid Western,Finance,0,44,0064400000p17o4AAA,1,0,0,4/18/2018
p0-3,4000,0,1500,Senior Account Executive,Chicago Loop,Central,Education,6500,46,0064400000p1mjXAAQ,1,0,2,7/20/2018
p0-3,18,1,19,NULL,Charlotte,Coastal,Education,420,35,0064400000p1ml4AAA,1,9,0,5/10/2018
p7-9,686,1,674,Senior Account Executive,Charlotte,Coastal,Manufacturing,5000,80,0064400000p1O0KAAU,1,30,7,11/30/2018
p4-6,468,1,500,Senior Account Executive,Enterprise,Enterprise,Manufacturing,325,32,0064400000p1OyoAAE,1,88,4,8/17/2018
p0-3,1762,1,500,Senior Account Executive,Miami,Southern,Manufacturing,1200,50,0064400000p1R2oAAE,1,60,2,6/29/2018
p0-3,57,1,NULL,NULL,Houston,Red River,Finance,185,64,0064400000p1S2RAAU,1,26,0,4/27/2018
p0-3,807.75,1,NULL,Senior Account Executive,Louisville,Coastal,Colleges & Universities,5,49,0064400000p1SYfAAM,1,0,0,4/1/2018
p0-3,93,1,100,NULL,Richmond,Coastal,Chemicals,1998,80,0064400000p1V49AAE,1,7,1,5/7/2018
p0-3,393,1,500,NULL,Nashville,Coastal,Manufacturing,5,32,0064400000pNAJ7AAO,1,19,0,6/20/2018
p0-3,6218.5,0,10301,Director of Channel Sales,Enterprise,Enterprise,Technology,350,46,0064400000pNAKeAAO,1,0,3,9/1/2018
p0-3,269,1,0,Sales Development Representative,Atlanta,Southern,Not For Profit,1093,63,0064400000pNAQrAAO,1,5,0,6/6/2018
p0-3,535,1,300,Senior Account Executive,Louisville,Coastal,Other,400,25,0064400000pNB56AAG,1,28,0,6/29/2018
p0-3,87.42,1,94,NULL,Dallas,Red River,Consulting,483,31,0064400000pNBUlAAO,1,36,0,6/6/2018
p13+,2817,1,3450,NULL,Dallas,Red River,Entertainment,2000,50,0064400000pNBUqAAO,1,281,16,10/4/2019
p10-12,208,1,500,Account Executive,Inside Sales,SMB,Retail,440,28,0064400000q27loAAA,1,365,12,7/31/2019
p10-12,4501,0,5000,Senior Account Executive,Chicago Loop,Central,Education,6500,46,0064400000q27x1AAA,1,0,11,6/28/2019
p7-9,500,0,500,Senior Account Executive,Raleigh,Coastal,Education,1000,78,0064400000q280jAAA,1,120,7,2/28/2019
p0-3,332,0,750,Senior Account Executive,Charlotte,Coastal,Government,1100,43,0064400000q28T7AAI,1,0,1,8/31/2018
p0-3,1574,1,NULL,Senior Account Executive,Raleigh,Coastal,Technology,686,53,0064400000rNg71AAC,1,56,2,12/26/2018
p4-6,928,0,3000,Senior Account Executive,Enterprise,Enterprise,Telecommunications,17,35,0064400000rNgbzAAC,1,59,4,2/28/2019
p4-6,40,0,400,Senior Account Executive,Louisville,Coastal,Education,9000,49,0064400000rNh8FAAS,1,135,5,3/15/2019
p0-3,4867,1,1,Account Executive,Inside Sales,SMB,Manufacturing,6800,80,0064400000rNhEhAAK,1,16,2,12/17/2018
p0-3,1000,0,1000,Senior Account Executive,Phoenix,Rocky Mountain,Consulting,300,32,0064400000rNhgHAAS,1,0,2,12/3/2018
p0-3,500,0,500,NULL,Cleveland,Mid Western,Telecommunications,12,61,0064400000rNioUAAS,1,109,-6,4/30/2018
p4-6,203,0,100,Senior Account Executive,Dallas,Red River,Chemicals,48,28,0064400000rNiRQAA0,1,0,5,3/31/2019
p13+,500,0,NULL,Senior Account Executive,Enterprise,Enterprise,Healthcare,6227,66,0064400000rNj0BAAS,1,384,16,2/4/2020
p7-9,1097,1,1000,Senior Account Executive,Minneapolis,Central,Semiconductor & Other Electronic Compone,600,41,0064400000rNjntAAC,1,150,7,5/30/2019
p0-3,292,1,500,Senior Account Executive,Philadelphia,Mid Atlantic,Retail,135,24,0064400000rNkg5AAC,1,29,0,10/30/2018
p13+,500,0,500,Senior Account Executive,Chicago,Central,Transportation,1480,47,0064400000sLtFNAA0,0,829,25,7/7/2021
p13+,46,0,500,Account Executive,Inside Sales,SMB,Computer Software,40,23,0064400000sLtHnAAK,0,1125,25,4/29/2022
p13+,500,0,500,NULL,Grand Rapids,Mid Western,Government,1600,54,0064400000sLtKXAA0,0,0,25,12/31/2020
p0-3,1102,1,1909,Account Executive,Grand Rapids,Mid Western,Technology,682,41,0064400000sLvhFAAS,1,7,1,3/8/2019
p7-9,276,0,500,Senior Account Executive,Salt Lake City,Rocky Mountain,Physicians,300,35,0064400000sLvMvAAK,1,214,8,10/31/2019
p0-3,900,1,2500,Senior Account Executive,Oklahoma City,Rocky Mountain,Healthcare,8200,70,0064400000sLvWqAAK,1,7,0,2/8/2019
p0-3,69,1,50,Account Executive,Grand Rapids,Mid Western,Government,19000,98,0064400000q2QqWAAU,1,70,3,11/9/2018
p0-3,40,0,40,Senior Account Executive,Partnership,Channel Sales,Manufacturing,8000,80,0064400000q2QRqAAM,1,30,1,9/30/2018
p0-3,513,0,513,Senior Account Executive,Raleigh,Coastal,Biotechnology,390,34,0064400000q2RQMAA2,1,0,0,8/22/2018
p10-12,1612,1,2000,Senior Account Executive,Denver,Rocky Mountain,Transportation,2209,25,0064400000rNdIGAA0,1,231,10,8/19/2019
p0-3,2943,0,2943,Regional Sales Team Lead,Atlanta,Southern,Consulting,600,24,0064400000rNdoJAAS,1,26,1,11/26/2018
p7-9,2952,0,2952,Internal Accounts Manager,Support,Customer Success,Education,17800,93,0064400000rNdqFAAS,1,0,7,5/31/2019
p10-12,108,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Textile Manufacturing,270,32,0064400000rNe4qAAC,1,273,11,9/30/2019
p0-3,30,0,NULL,Senior Account Executive,Phoenix,Rocky Mountain,Retail,4,34,0064400000rNftEAAS,1,20,1,11/12/2018
p0-3,90,1,500,Senior Account Executive,Richmond,Coastal,"Energy, Utilities & Waste Treatment",152882,80,0064400000sM1ABAA0,1,20,0,2/21/2019
p0-3,15400,0,NULL,NULL,Grand Rapids,Mid Western,Technology,7,23,0064400000sM28aAAC,1,0,0,2/12/2019
p0-3,132,1,200,Senior Account Executive,Richmond,Coastal,Government,1750,49,0064400000sM2OdAAK,1,13,0,2/14/2019
p0-3,214,1,300,Account Executive,Inside Sales,SMB,Transportation,100,26,0064400000sM2UvAAK,1,0,2,4/19/2019
p0-3,11,0,NULL,Senior Account Executive,Jacksonville,Southern,Technology,7800,85,0064400000sM3FrAAK,1,31,1,3/31/2019
p0-3,139,1,500,Senior Account Executive,Denver,Rocky Mountain,Communications,840,28,0064400000sM3jwAAC,1,28,1,3/29/2019
p13+,1248,0,NULL,Senior Account Executive,Cleveland,Mid Western,Healthcare,7406,70,0064400000sM3SMAA0,1,369,13,3/3/2020
p0-3,500,0,500,Senior Account Executive,San Antonio,Red River,Machinery,16700,23,0064400000sM46bAAC,1,0,1,3/31/2019
p13+,10000,0,10000,Senior Account Executive,Houston,Red River,Education,2137,65,0064400000rPjGpAAK,1,422,16,5/26/2020
p4-6,424,0,500,Market & Territory Strategist,Grand Rapids,Mid Western,Banking,146,29,0064400000sM2lDAAS,1,153,6,8/31/2019
p0-3,227,1,NULL,Senior Account Executive,Minneapolis,Central,Not For Profit,171,31,0064400000sM2pjAAC,1,82,3,5/21/2019
p13+,500,0,500,Senior Account Executive,Orlando,Southern,Education,643,21,0064400000sM2SuAAK,1,237,18,8/24/2020
p0-3,775,1,500,Market & Territory Strategist,Grand Rapids,Mid Western,Hospitals,1636,50,0064400000sM45YAAS,1,19,0,2/20/2019
p13+,500,0,500,Enterprise Account Executive,Enterprise,Enterprise,Software Development & Design,1700,63,0064400000sM52BAAS,1,6,13,3/16/2020
p0-3,239,1,NULL,Senior Account Executive,Detroit,Mid Western,Manufacturing,150,28,0064400000sM5dkAAC,1,0,0,2/1/2019
p0-3,839,1,NULL,NULL,Philadelphia,Mid Atlantic,Transportation,8000,93,0064400000sM5MQAA0,1,27,1,3/27/2019
p13+,4772,0,4592,Senior Account Executive,Nashville,Coastal,Retail,13000,94,0064400000sM6aJAAS,1,414,15,5/18/2020
p0-3,668,1,1352,Senior Account Executive,Tampa,Southern,Banking,300,33,0064400000sM6FGAA0,1,0,1,3/11/2019
p4-6,1982,0,500,Senior Account Executive,Charlotte,Coastal,Health Insurance Carriers,11000,96,0064400000sLuhOAAS,1,61,4,6/30/2019
p0-3,500,0,500,Senior Account Executive,Long Island,New York,Manufacturing,400,27,0064400000sLvcKAAS,1,30,2,4/30/2019
p10-12,4528,0,25000,Account Executive,Grand Rapids,Mid Western,Transportation,47201,93,0064400000sLvxSAAS,1,0,10,12/23/2019
p0-3,4800,0,1000,Senior Account Executive,Columbus,Mid Western,Healthcare,3500,61,0064400000sLw0gAAC,1,0,0,2/28/2019
p0-3,500,0,500,Senior Account Executive,Raleigh,Coastal,Electronics,575,80,0064400000sLx7NAAS,1,92,3,5/31/2019
p0-3,64,1,80,Account Executive,Inside Sales,SMB,Public Schools K-12,300,28,0064400000sLxcaAAC,1,2,0,2/28/2019
p7-9,500,1,594,Senior Account Executive,Salt Lake City,Rocky Mountain,Healthcare,340,33,0064400000sLxPHAA0,1,241,9,11/27/2019
p13+,500,0,500,Market & Territory Strategist,Grand Rapids,Mid Western,Retail,300,28,0064400000sLxxEAAS,0,448,25,5/1/2020
p0-3,650,0,500,Senior Account Executive,Enterprise,Enterprise,Education,612,49,0064400000sLyfGAAS,1,31,1,3/31/2019
p4-6,50,0,50,Senior Account Executive,Charlotte,Coastal,Telecommunications,400,39,0064400000sLyZwAAK,1,61,4,6/30/2019
p10-12,500,0,500,Sales Development Representative,Grand Rapids,Mid Western,Technology,1400,51,0064400000sMuVNAA0,0,304,24,2/29/2020
p0-3,1,1,1,Senior Account Executive,Richmond,Coastal,Healthcare,165,64,0064400000sMUWiAAO,1,29,1,4/29/2019
p0-3,500,0,500,Senior Account Executive,Long Island,New York,Consulting,2,23,0064400000sMvB9AAK,1,0,3,6/28/2019
p13+,500,0,500,Account Executive,Atlanta,Southern,Education,11,30,0064400000sMVkbAAG,1,822,27,6/30/2021
p0-3,1015,1,500,Senior Account Executive,Enterprise,Enterprise,Retail,5,55,0064400000sMvtpAAC,1,2,0,3/31/2019
p13+,32,1,2795,Senior Account Executive,Salt Lake City,Rocky Mountain,Insurance,273,33,0064400000sMVYuAAO,1,457,15,6/30/2020
p13+,500,0,500,NULL,Charlotte,Coastal,Government,2200,43,0064400000sMw2wAAC,0,436,24,9/30/2022
p0-3,8634,0,NULL,Senior Account Executive,Partnership,Channel Sales,Healthcare,52000,98,0064400000sMwgcAAC,1,0,-2,1/31/2019
p0-3,4006,0,4006,Senior Account Executive,Denver,Rocky Mountain,Healthcare,466,35,0064400000sMWPKAA4,1,0,0,3/8/2019
p13+,500,0,500,NULL,Dallas,Red River,Insurance,1983,81,0064400000sMHfJAAW,1,574,22,12/31/2020
p0-3,24880,0,24880,Senior Account Executive,Chattanooga,Coastal,Insurance,9500,96,0064400000sMHhoAAG,1,32,2,4/30/2019
p0-3,500,0,500,NULL,Dallas,Red River,Medical Devices,24000,80,0064400000sMHnwAAG,1,0,0,2/28/2019
p0-3,21,1,40,NULL,Charlotte,Coastal,Consulting,536,53,0064400000sMhytAAC,1,26,0,3/27/2019
p4-6,1047,1,951,Regional Sales Team Lead,Atlanta,Southern,Healthcare,500,40,0064400000sMIdJAAW,1,30,5,7/30/2019
p7-9,500,0,500,Senior Account Executive,Philadelphia,Mid Atlantic,Other,150,24,0064400000sMikiAAC,1,275,9,12/31/2019
p13+,500,0,500,Senior Account Executive,Denver,Rocky Mountain,Education,12980,93,0064400000sMIn9AAG,0,365,25,12/31/2021
p0-3,202,1,137,NULL,Nashville,Coastal,Entertainment,125,16,0064400000sMIpFAAW,1,27,0,2/28/2019
p0-3,896,0,NULL,Senior Account Executive,Detroit,Mid Western,Manufacturing,2618,51,0064400000sM6okAAC,1,30,2,4/30/2019
p0-3,10028,0,10028,Senior Account Executive,Jacksonville,Southern,Technology,7800,85,0064400000sMbMBAA0,1,25,2,5/25/2019
p13+,37,0,37,Senior Channel Account Manager,Partnership,Channel Sales,Other,800,33,0064400000sMCbjAAG,1,274,17,7/31/2020
p0-3,104,0,500,Senior Account Executive,Enterprise,Enterprise,Healthcare,11000,98,0064400000sMCchAAG,1,26,2,4/26/2019
p7-9,250,0,250,Senior Account Executive,Chattanooga,Coastal,Retail,90,28,0064400000sMCp2AAG,1,153,7,9/30/2019
p0-3,631,0,631,Senior Account Executive,Tampa,Southern,Communications,815,35,0064400000sMdckAAC,1,30,3,6/30/2019
p7-9,500,0,500,Senior Account Executive,Richmond,Coastal,Transportation,4,21,0064400000sMdr6AAC,1,0,8,11/29/2019
p7-9,928,0,928,Senior Account Executive,Washington DC,Mid Atlantic,Engineering,1236,34,0064400000sMdSGAA0,1,214,7,10/31/2019
p0-3,67,0,NULL,Senior Account Executive,St Louis,Central,Machinery,900,48,0064400000sM0aXAAS,1,92,3,5/31/2019
p0-3,151,1,500,NULL,Inside Sales,SMB,Apparel,250,32,0064400000sM0IOAA0,1,10,1,3/8/2019
